service_name,suburb,state,address,lat,lng,day,start_time,end_time,shift_status,van_asset
Puddle Jumpers,Hindmarsh,SA,266 Port Road,-34.90418,138.569332,Friday,6:00 pm,8:00 pm,Shift Status,Van Asset
Adelaide North,North Adelaide,SA,80a Melbourne Street,-34.906295,138.608362,Monday,2:00 pm,4:00 pm,Shift Status,Van Asset
Adelaide North,North Adelaide,SA,80a Melbourne Street,-34.906295,138.608362,Thursday,9:30 am,11:30 am,Shift Status,Van Asset
Hopes Cafe,Beulah Park,SA,243 The Parade,-34.920795,138.64213,Wednesday,9:30 am,12:00 pm,Shift Status,Van Asset
Vinnies Men's Crisis Centre,Adelaide,SA,28 Whitmore Square,-34.93256,138.595318,Monday,10:00 am,12:00 pm,Shift Status,Van Asset
Vinnies Men's Crisis Centre,Adelaide,SA,28 Whitmore Square,-34.93256,138.595318,Saturday,9:00 am,12:00 pm,Shift Status,Van Asset
Vinnies Men's Crisis Centre,Adelaide,SA,28 Whitmore Square,-34.93256,138.595318,Thursday,9:30 am,12:30 pm,Shift Status,Van Asset
Community Aid & Marys Kitchen,Glenelg,SA,92 Jetty Road,-34.980475,138.51489,Friday,10:30 am,12:30 pm,Shift Status,Van Asset
Community Aid & Marys Kitchen,Glenelg,SA,92 Jetty Road,-34.980475,138.51489,Tuesday,5:30 pm,7:30 pm,Shift Status,Van Asset
Berry St Splash Laundrette,Wagga Wagga,NSW,68 Berry Street,-35.11261,147.372722,Wednesday,1:00 pm,3:00 pm,Shift Status,Van Asset
Turvey Park Splash Laundrette,Mount Austin,NSW,66 Fernleigh Road,-35.133443,147.357512,Thursday,1:00 pm,3:00 pm,Shift Status,Van Asset
Kooringal Splash Laundrette,Kooringal,NSW,293 Lake Albert Road,-35.141456,147.376068,Tuesday,1:00 pm,3:00 pm,Shift Status,Van Asset
Communities at Work,Gungahlin,NSW,"Community Care, 47 Ernest Cavanagh Street",-35.183881,149.135086,Tuesday,1:00 pm,3:00 pm,Shift Status,Van Asset
Canberra City Care,Charnwood,NSW,20 Cartwright Street,-35.202582,149.030415,Thursday,12:00 pm,2:00 pm,Shift Status,Van Asset
Holy Cross Tuckerbox,Hackett,NSW,202 Antill Street,-35.247876,149.155254,Saturday,1:00 pm,3:00 pm,Shift Status,Van Asset
Dickson Place,Dickson,NSW,111 Dickson Place,-35.249301,149.139887,Monday,6:30 pm,8:30 pm,Shift Status,Van Asset
Havelock House,Turner,NSW,85 Northbourne Avenue,-35.273628,149.129299,Wednesday,2:00 pm,4:00 pm,Shift Status,Van Asset
Blue Door Pod,Campbell,NSW,23 Quick Street,-35.274807,149.148947,Friday,11:00 am,1:00 pm,Shift Status,Van Asset
Blue Door Pod,Campbell,NSW,23 Quick Street,-35.274807,149.148947,Tuesday,9:30 am,11:30 am,Shift Status,Van Asset
Early Morning Centre,Braddon,NSW,69 Northbourne Avenue,-35.276574,149.129042,Monday,9:00 am,11:00 am,Shift Status,Van Asset
Kanangra Court,Reid,NSW,84 Ainslie Avenue,-35.277062,149.142866,Tuesday,9:30 am,11:30 am,Shift Status,Van Asset
Vinnies Roadhouse,Canberra,NSW,20 Genge Street,-35.277088,149.132611,Saturday,4:00 pm,6:00 pm,Shift Status,Van Asset
Vision Church Community Meal,Fyshwick,NSW,1 Lithgow Street,-35.330694,149.163028,Thursday,4:30 pm,6:30 pm,Shift Status,Van Asset
Vinnies Oaks,Oaks Estate,NSW,20 George Street,-35.339844,149.22983,Monday,12:30 pm,2:30 pm,Shift Status,Van Asset
HOME in Queanbeyan,Queanbeyan,NSW,284 Crawford Street,-35.35537,149.236114,Sunday,10:00 am,12:30 pm,Shift Status,Van Asset
St Benedicts at Annies,Karabar,NSW,21 Brigalow Street,-35.364007,149.228135,Wednesday,9:30 am,12:00 pm,Shift Status,Van Asset
Family Haven Mooroopna,Mooroopna,VIC,15 Young Street,-36.396639,145.360115,Monday,10:00 am,12:00 pm,Shift Status,Van Asset
Family Haven Mooroopna,Mooroopna,VIC,15 Young Street,-36.396639,145.360115,Thursday,10:00 am,1:00 pm,Shift Status,Van Asset
Family Haven Mooroopna,Mooroopna,VIC,15 Young Street,-36.396639,145.360115,Tuesday,10:00 am,1:00 pm,Shift Status,Van Asset
The Salvation Army Bendigo,Bendigo,VIC,65-71 Mundy Street,-36.760957,144.28717,Monday,12:30 pm,2:30 pm,Shift Status,Van Asset
The Salvation Army Bendigo,Bendigo,VIC,65-71 Mundy Street,-36.760957,144.28717,Thursday,10:30 am,1:00 pm,Shift Status,Van Asset
Sac O Suds,Castlemaine,VIC,231 Barker Street,-37.06349,144.216944,Thursday,1:00 pm,3:00 pm,Shift Status,Van Asset
The Salvation Army Ballarat,Ballarat East,VIC,102 Eureka Street,-37.567179,143.869098,Friday,11:00 am,1:00 pm,Shift Status,Van Asset
The Salvation Army Ballarat,Ballarat East,VIC,102 Eureka Street,-37.567179,143.869098,Wednesday,10:30 am,1:30 pm,Shift Status,Van Asset
Hope Cafe,Fawkner,VIC,9 Lee Street,-37.71612,144.963656,Thursday,5:30 pm,7:30 pm,Shift Status,Van Asset
Reservoir Neighbourhood House,Reservoir,VIC,2C Cuthbert Road,-37.717075,145.019695,Monday,10:00 am,1:00 pm,Shift Status,Van Asset
Haven Home Safe,Preston,VIC,52-56 Mary Street,-37.741412,145.002279,Thursday,11:00 am,1:00 pm,Shift Status,Van Asset
The Olive Way,Brunswick,VIC,212 Sydney Road,-37.77263,144.961381,Wednesday,11:30 am,1:30 pm,Shift Status,Van Asset
300 Blankets Braybrook,Braybrook,VIC,107-139 Churchill Avenue,-37.78633,144.85481,Sunday,6:20 pm,8:20 pm,Shift Status,Van Asset
St Stephens,Flemington,VIC,26 Norwood Street,-37.787171,144.930982,Tuesday,10:00 am,12:30 pm,Shift Status,Van Asset
Manna 4 Life,Kensington,VIC,30-34 Bellair Street,-37.789448,144.928623,Tuesday,6:15 pm,8:15 pm,Shift Status,Van Asset
St Marks,Fitzroy,VIC,250 George Street,-37.801858,144.981707,Monday,11:00 am,1:00 pm,Shift Status,Van Asset
St Marks,Fitzroy,VIC,250 George Street,-37.801858,144.981707,Wednesday,11:00 am,1:00 pm,Shift Status,Van Asset
North Hobart Uniting Church,North Hobart,TAS,2 Swan Street,-42.872725,147.314291,Wednesday,9:30 am,11:30 am,Shift Status,Van Asset
Salv Army North Hobart,Hobart,TAS,180 Elizabeth Street,-42.879173,147.321756,Sunday,3:30 pm,5:30 pm,Shift Status,Van Asset
Nobucks Cafe Uniting Church,Hobart,TAS,56 Melville Street,-42.880864,147.324283,Tuesday,11:30 am,1:30 pm,Shift Status,Van Asset
Hobart Mission Day Space,Hobart,TAS,50 Barrack Street,-42.885274,147.32176,Saturday,10:00 am,1:00 pm,Shift Status,Van Asset
Hobart Mission Day Space,Hobart,TAS,50 Barrack Street,-42.885274,147.32176,Sunday,10:00 am,1:00 pm,Shift Status,Van Asset
Repatriation General Hospital,Hobart,TAS,90 Davey Street,-42.888185,147.326893,Monday,12:30 pm,2:30 pm,Shift Status,Van Asset
